STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA
AMM ENREGISTREE,Commercialisé,GANFORT,"0,3 MG / ML + 5 MG / ML",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST // TIMOLOL,OPHTALMOLOGIE,AFRIC PHAR,"212,00","132,80","126,46",110,
AMM ENREGISTREE,Non Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"61,20","38,20","36,43",111,
AMM ENREGISTREE,Non Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"161,10","100,70","95,87",112,
AMM ENREGISTREE,Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"271,00","180,10","171,53",113,
AMM ENREGISTREE,Non Commercialisé,GAPREX,25 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"57,10","35,70","34,01",114,
AMM ENREGISTREE,Commercialisé,GAPREX,25 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"102,10","63,80","60,77",115,
AMM ENREGISTREE,Non Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"40,60","25,40","24,19",116,
AMM ENREGISTREE,Non Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"106,90","66,80","63,66",117,
AMM ENREGISTREE,Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"191,60","119,70","114,03",118,
AMM ENREGISTREE,Non Commercialisé,GASTROLIBER,30 MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,ATLAS PHARM,"135,50","84,70","80,66",119,
AMM ENREGISTREE,Non Commercialisé,GEMCITABINE HOSPIRA,2 G,POUDRE POUR SOLUTION A PERFUSION,FLACON DE 100 ML,GN,GEMCITABINE,CANCEROLOGIE-HEMATOLOGIE,PFIZER,"1212,00","939,00","894,55",120,
AMM ENREGISTREE,Non Commercialisé,GENTADEXA,0,SOLUTION OPHTALMIQUE,FLACON DE 10 ML,GN,GENTAMICINE // DEXAMETHASONE // TETRYZOLINE (CHLORHYDRATE),OPHTALMOLOGIE,AFRIC PHAR,"18,70","11,70","11,13",121,
AMM ENREGISTREE,Non Commercialisé,GENTAL,"0,003",COLLYRE,FLACON DE 10 ML,GN,GENTAMICINE,OPHTALMOLOGIE,AFRIC PHAR,"19,50","12,20","11,63",122,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"112,00","70,00","66,67",123,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160 MG,SOLUTION INJECTABLE,BOITE UNITAIRE DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"26,20","16,30","15,58",124,
AMM ENREGISTREE,Commercialisé / AO,GENTAMYCINE,40 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 2 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"50,50","31,50","30,04",125,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (3 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"104,60","65,40","62,25",126,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (3 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"21,50","13,40","12,79",127,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,40 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"11,40","7,10","6,81",128,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"16,90","10,50","10,04",129,
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"81,40","50,90","48,48",130,
AMM ENREGISTREE,Non Commercialisé,GIROFLOX,200 MG / 100 ML,SOLUTION POUR PERFUSION,FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"133,60","83,50","79,55",131,
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,25 MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"75,00","46,90","44,64",132,
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,50 MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"140,00","87,50","83,33",133,
AMM ENREGISTREE,Non Commercialisé,HYPRIL,"20 MG / 12,5 MG",COMPRIME,BOITE DE 60,GN,ENALAPRIL (MALEATE) // HYDROCHLOROTHIAZIDE,CARDIOLOGIE ET ANGEIOLOGIE,ATLAS PHARM,"125,80","78,60","74,90",134,
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 14,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"37,40","23,40","22,29",135,
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 28,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"65,90","41,20","39,23",136,
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 7,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"21,00","13,10","12,48",137,
AMM ENREGISTREE,Commercialisé,INALER,100 µG,AEROSOL,FLACON 200 DOSES,GN,SALBUTAMOL SULFATE,PNEUMOLOGIE,AFRIC PHAR,"42,20","26,40","25,14",138,
AMM ENREGISTREE,Commercialisé,INALER,2 MG / 5 ML,SOLUTION BUVABLE,FLACON DE 100 ML,GN,SALBUTAMOL SULFATE,PNEUMOLOGIE,AFRIC PHAR,"16,30","10,20","9,70",139,
AMM ENREGISTREE,Commercialisé,INESO,20 MG,GELULE GASTRO-RESISTANTE,BOITE DE 28,GN,ESOMEPRAZOLE,GASTRO-ENTEROLOGIE,DEVA PHARMACEUTIQUE,"129,90","81,20","77,33",140,
AMM ENREGISTREE,Commercialisé,IPOSEC,30 MG,GELULE,BOITE DE 15,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"55,10","34,50","32,82",141,
AMM ENREGISTREE,Commercialisé,IPOSEC,30 MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"111,20","69,50","66,20",142,
AMM ENREGISTREE,Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"60,90","38,00","36,23",143,
AMM ENREGISTREE,Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"108,70","67,90","64,70",144,
AMM ENREGISTREE,Non Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"36,00","22,50","21,46",145,
AMM ENREGISTREE,Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"84,00","52,50","50,03",146,
AMM ENREGISTREE,Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"150,00","93,80","89,31",147,
AMM ENREGISTREE,Non Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"47,00","29,40","28,00",148,
AMM RETIREE,Rertiré du Marché,LISASPIN,100 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,10","11,30","10,06",149,
AMM RETIREE,Rertiré du Marché,LISASPIN,1000 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"48,70","30,30","27,09",150,
AMM RETIREE,Rertiré du Marché,LISASPIN,250 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,90","11,80","10,51",151,
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500 MG / 5 ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 1 FLACON DE POUDRE + 1 AMPOULE DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"4,40","2,80","2,64",152,
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500 MG / 5 ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 6 FLACON DE POUDRE + 6 AMPOULES DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"23,40","14,60","13,91",153,
AMM RETIREE,Rertiré du Marché,LISASPIN,500 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"22,80","14,20","12,71",154,
AMM ENREGISTREE,Commercialisé,LUMIGAN,"0,3 MG",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST,OPHTALMOLOGIE,AFRIC PHAR,"214,00","134,30","127,95",155,
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,100 MG / 50 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 50 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",156,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,200 MG / 100 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"141,10","88,20","84,00",157,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,250 MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"51,40","32,10","30,60",158,
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,400 MG / 200 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 200 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"253,00","158,30","150,76",159,
AMM ENREGISTREE,Commercialisé,MEGAFLOX,500 MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",160,
AMM ENREGISTREE,Non Commercialisé,MEGAFLOX IST,500 MG,COMPRIME PELLICULE,BOITE DE 2,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"35,50","22,20","21,14",161,
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI / 250 MG",COMPRIME DISPERSIBLE,BOITE DE 16,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",162,
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI / 250 MG",COMPRIME DISPERSIBLE,BOITE DE 24,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"106,50","66,60","63,42",163,
AMM ENREGISTREE,Commercialisé,MONONITRIL,20 MG,COMPRIME,BOITE DE 20,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"17,00","10,60","10,12",164,
AMM ENREGISTREE,Commercialisé,MONONITRIL,20 MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"49,50","30,90","29,46",165,
AMM ENREGISTREE,Commercialisé,MONONITRIL,40 MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"65,20","40,70","38,81",166,
AMM ENREGISTREE,Commercialisé,NOCOL,20 MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"97,60","61,00","58,08",167,
AMM ENREGISTREE,Commercialisé,NOCOL,20 MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"188,50","117,80","112,20",168,
AMM ENREGISTREE,Commercialisé,NOCOL,40 MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"171,00","106,90","101,78",169,
AMM ENREGISTREE,Commercialisé,NOCOL,40 MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"283,00","188,10","179,14",170,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),10 MG,COMPRIME PELLICULE,BOITE DE 10,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"59,70","37,30","35,57",171,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),10 MG,COMPRIME PELLICULE,BOITE DE 30,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"154,10","96,30","91,71",172,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),20 MG,COMPRIME PELLICULE,BOITE DE 10,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"96,50","60,30","57,47",173,
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),20 MG,COMPRIME PELLICULE,BOITE DE 30,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"250,00","156,30","148,85",174,
AMM ENREGISTREE,Commercialisé,NOMYC,150 MG,GELULE,BOITE DE 1,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"22,40","14,00","13,35",175,
AMM ENREGISTREE,Commercialisé,NOMYC,150 MG,GELULE,BOITE DE 2,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"39,50","24,70","23,49",176,
AMM ENREGISTREE,Commercialisé,NOMYC,150 MG,GELULE,BOITE DE 4,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"72,90","45,50","43,39",177,
AMM ENREGISTREE,Commercialisé,NOMYC,50 MG,GELULE,BOITE DE 7,GN,FLUCONAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"78,30","48,90","46,59",178,
AMM ENREGISTREE,Commercialisé,NOPOROSE,35 MG,COMPRIME PELLICULE,BOITE DE 12,GN,RISEDRONATE MONOSODIQUE,RHUMATOLOGIE,AFRIC PHAR,"464,00","308,00","294,04",179,
AMM ENREGISTREE,Commercialisé,NOPOROSE,35 MG,COMPRIME PELLICULE,BOITE DE 4,GN,RISEDRONATE MONOSODIQUE,RHUMATOLOGIE,AFRIC PHAR,"181,90","113,70","108,26",180,
AMM RETIREE,Rertiré du Marché,NOVOTER,"0,01",CREME A USAGE TOPIQUE,TUBE DE 30 G,GN,FLUOCINOLONE,DERMATOLOGIE,AFRIC PHAR,"25,50","15,90","14,19",181,
AMM RETIREE,Rertiré du Marché,NOVOTER,"0,01",CREME A USAGE TOPIQUE,TUBE DE 60 G,GN,FLUOCINOLONE,DERMATOLOGIE,AFRIC PHAR,"45,90","28,60","25,53",182,
AMM ENREGISTREE,Non Commercialisé,OFLUREX,200 MG,COMPRIME PELLICULE,BOITE DE 16,GN,OFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"147,70","92,30","87,95",183,
AMM ENREGISTREE,Non Commercialisé,OFLUREX,200 MG,COMPRIME PELLICULE,BOITE DE 8,GN,OFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"77,20","48,30","45,97",184,
AMM ENREGISTREE,Non Commercialisé,OFTALAR,"0,001",COLLYRE,FLACON DE 5 ML,GN,PRANOPROFENE,OPHTALMOLOGIE,AFRIC PHAR,"42,90","26,80","25,53",185,
AMM RETIREE,Rertiré du Marché,OFTALMOTRIM,0,COLLYRE,FLACON DE 5 ML,GN,POLYMYXINE B (SULFATE) // TRIMETHOPRIME,OPHTALMOLOGIE,AFRIC PHAR,"27,80","17,40","16,58",186,
AMM RETIREE,Rertiré du Marché,OLICLINOMEL N4-550 E,"9,11 / 5,06 / 4,54 / 2,11 / 2,64 / 3,22 / 2,55 / 1,76 / 2,46 / 2,99 / 2,20 / 1,85 / 0,79 / 0,18 / 2,55 / 1,96 / 4,29 / 2,38 / 0,90 / 160 / 0,59 G",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 LITRES,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,METABOLISME NUTRITION DIABETE,AFRIC PHAR,"506,00","336,00","320,43",187,
AMM RETIREE,Rertiré du Marché,OLICLINOMEL N6-900 E,"14,08 / 7,82 / 7,01 / 3,26 / 4,08 / 4,97 / 3,94 / 2,72 / 3,81 / 4,62 / 3,40 / 2,86 / 1,22 / 0,27 / 3,94 / 4,90 / 3,58 / 0,90 / 240 / 0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,METABOLISME NUTRITION DIABETE,AFRIC PHAR,"548,00","364,00","347,13",188,
AMM RETIREE,Rertiré du Marché,OLICLINOMEL N7-1000 E,"16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 1 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,METABOLISME NUTRITION DIABETE,AFRIC PHAR,"379,00","252,00","240,32",189,
AMM RETIREE,Rertiré du Marché,OLICLINOMEL N7-1000 E,"16,56 / 9,20 / 8,24 / 3,84 / 4,80 / 5,84 / 4,64 / 3,20 / 4,48 / 5,44 / 4 / 3,36 / 1,44 / 0,32 / 4,64 / 4,90 / 4,29 / 3,58 / 0,90 / 320 / 0,59",EMULSION ET SOLUTION POUR PERFUSION,POCHE DE 2 L,PP,ALANINE // ARGININE // GLYCINE // HISTIDINE // ISOLEUCINE // LEUCINE // LYSINE // METHIONINE // PROLINE // PHENELALANINE // SERINE // THREONINE // TRYPTOPHANE // TYROSINE // VALINE // ACETATE DE SODIUM TRIHYDRATE // GLYCEROPHOSPHATE DE SODIUM PENTAHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM HEXAHYDRATE // GLUCOSE // CHLORURE DE CALCIUM DIHYDRATE,METABOLISME NUTRITION DIABETE,AFRIC PHAR,"576,00","383,00","364,93",190,
AMM ENREGISTREE,Commercialisé,OPSUMIT,10 MG,COMPRIME PELLICULE,BOITE DE 30,PP,MACITENTAN,CARDIOLOGIE ET ANGEIOLOGIE,MAPHAR,"26000,00","25498,00","25098,30",191,
AMM ENREGISTREE,Non Commercialisé,OXALIPLATINE HOSPIRA,200 MG / 40 ML,SOLUTION POUR PERFUSION,FLACON DE 40 ML,GN,OXALIPLATINE,CANCEROLOGIE-HEMATOLOGIE,PFIZER,"1701,00","1442,00","1374,03",192,
AMM ENREGISTREE,Commercialisé,OZURDEX,700 µG,IMPLANT INTRAVITRE EN AVEC APPLICATEUR,BOITE UNITAIRE,PP,DEXAMETHASONE,OPHTALMOLOGIE,AFRIC PHAR,"9959,00","9771,00","9371,98",193,
AMM ENREGISTREE,Commercialisé / AO,PEP-RANI,50 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES DE 2 ML,GN,RANITIDINE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"51,40","32,10","30,60",194,
AMM ENREGISTREE,Commercialisé,PRILVAS,20 MG,COMPRIME,BOITE DE 28,GN,ENALAPRIL (MALEATE),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"66,40","41,50","39,55",195,
AMM ENREGISTREE,Commercialisé,PRILVAS,5 MG,COMPRIME,BOITE DE 28,GN,ENALAPRIL (MALEATE),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"51,80","32,40","30,84",196,
AMM ENREGISTREE,Commercialisé,PRISDAL,1 MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"77,60","48,50","46,22",197,
AMM ENREGISTREE,Commercialisé,PRISDAL,2 MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"138,60","86,60","82,49",198,
AMM ENREGISTREE,Commercialisé,PRISDAL,3 MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"192,00","120,00","114,29",199,
AMM ENREGISTREE,Commercialisé,PRISDAL,4 MG,COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"274,00","171,20","163,10",200,
AMM ENREGISTREE,Commercialisé,PRISDAL,"0,5 MG",COMPRIME PELLICULE,BOITE DE 30,GN,RISPERIDONE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"30,40","19,00","18,12",201,
AMM ENREGISTREE,Non Commercialisé,PROCLOR,20 MG,GELULE,BOITE DE 30,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,ATLAS PHARM,"102,10","63,80","60,79",202,
AMM ENREGISTREE,Commercialisé,PROTON,20 MG,GELULE,BOITE DE 14,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"49,30","30,80","29,37",203,
AMM ENREGISTREE,Commercialisé,PROTON,20 MG,GELULE,BOITE DE 28,GN,OMEPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"95,30","59,60","56,74",204,
AMM RETIREE,Rertiré du Marché,REMOX,"0,01",CREME,TUBE DE 20 G,GN,PIROXICAM,RHUMATOLOGIE,AFRIC PHAR,"18,10","11,30","10,79",205,
AMM RETIREE,Rertiré du Marché,REMOX,"0,01",CREME,TUBE DE 50 G,GN,PIROXICAM,RHUMATOLOGIE,AFRIC PHAR,"36,20","22,60","21,56",206,
AMM ENREGISTREE,Commercialisé,REMOX,20 MG,COMPRIME DISPERSIBLE,BOITE DE 10,GN,PIROXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"39,00","24,40","23,20",207,
AMM ENREGISTREE,Commercialisé,REMOX,20 MG,GELULE,BOITE DE 10,GN,PIROXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"37,20","23,30","22,16",208,
AMM ENREGISTREE,Commercialisé,REMOX,20 MG,SUPPOSITOIRE,BOITE DE 12,GN,PIROXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"42,00","26,20","24,98",209,
AMM ENREGISTREE,Commercialisé,SEPTIL,0,POUDRE POUR USAGE EXTERNE,FLACON 10 G,GN,POLYVIDONE (IODEE),DERMATOLOGIE,AFRIC PHAR,"13,10","8,20","7,79",210,
AMM RETIREE,Rertiré du Marché,SERVETINAL,0,POUDRE ORALE EN FLACON,FLACON DE 100 G,NA,SALICYLATE DE BISMUTH  // CALCIUM (CARBONATE) // HYDROXYDE DE MAGNESIUM // POUDRE TITREE (DE BELLADONE) // BICARBONATE (DE SODIUM),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"14,20","8,90","7,93",211,
